"","gene","term","estimate","statistic","p.value","lod","fdr"
"111","223047_at","sensitive",0.866257422280555,9.16522397700803,1.69687030405426e-05,3.57798062796527,0.00747845377766738
"112","212846_at","sensitive",-0.585348766229774,-9.16244910577831,1.70063854766242e-05,3.57592147335866,0.00747845377766738
"113","204976_s_at","sensitive",-0.756983815140815,-9.16159069922849,1.70180614364763e-05,3.57528433060328,0.00747845377766738
"114","202381_at","sensitive",0.611069773244088,9.15576661096531,1.70975166384714e-05,3.57095967803363,0.00747845377766738
"115","212419_at","sensitive",0.653781093175684,9.12681284303317,1.74987106991501e-05,3.54941384513136,0.00758551321836203
"116","205882_x_at","sensitive",-0.660829598224783,-9.1157032890895,1.76554271907244e-05,3.54112618659912,0.00758551321836203
"117","235125_x_at","sensitive",0.675379182315558,9.08463954129929,1.81019981337867e-05,3.51789218341506,0.00758551321836203
"118","209386_at","sensitive",-0.763088306351585,-9.06998424799216,1.83170443147608e-05,3.50689971306341,0.00758551321836203
"119","242134_at","sensitive",0.710791220505448,9.06964431902685,1.83220659964906e-05,3.50664450595596,0.00758551321836203
"120","222045_s_at","sensitive",-0.591372237143522,-9.06576446065861,1.83794910273121e-05,3.50373087769635,0.00758551321836203
"121","201552_at","sensitive",0.925910728558787,9.06446417196843,1.83987812312121e-05,3.50275409580721,0.00758551321836203
"122","228456_s_at","sensitive",0.676193776033823,9.04009926128749,1.87644504041686e-05,3.48442190387605,0.00758551321836203
"123","212119_at","sensitive",0.711186298035156,9.0188894062822,1.9089374664731e-05,3.4684183708085,0.0076183325532421
"124","225173_at","sensitive",0.610345154023365,8.98862250487268,1.95639674289599e-05,3.44550784706299,0.00772098166721587
"125","212222_at","sensitive",-0.91869122412191,-8.95449131734237,2.01150018696343e-05,3.41956860470729,0.00772098166721587
"126","210256_s_at","sensitive",-0.595884822903295,-8.93844503972132,2.03800256549393e-05,3.40733552591951,0.00772098166721587
"127","212294_at","sensitive",0.766605777578341,8.93139970831591,2.04976158958087e-05,3.40195670441384,0.00772098166721587
"128","201963_at","sensitive",0.699063876541474,8.92841233870648,2.05477048575588e-05,3.39967454509697,0.00772098166721587
"129","225662_at","sensitive",-0.655739220549487,-8.90851389249109,2.08848427419319e-05,3.38445171738277,0.00772098166721587
"130","225762_x_at","sensitive",0.726504328846819,8.90039034245894,2.10242484606657e-05,3.37822613268159,0.00772098166721587
"131","220741_s_at","sensitive",-0.832440441555101,-8.88586760037133,2.12760612245969e-05,3.36708072506222,0.00772098166721587
"132","212423_at","sensitive",0.598525042333316,8.88483997167848,2.12940064544549e-05,3.36629131162213,0.00772098166721587
"133","217744_s_at","sensitive",-0.815963193162485,-8.84510089151035,2.20010738499644e-05,3.33568641823287,0.00775440264985697
"134","1553167_a_at","sensitive",-0.633277134198689,-8.82057777361177,2.2450447596951e-05,3.31672414811964,0.00775440264985697
"135","201310_s_at","sensitive",-0.723005684957638,-8.81498640152477,2.25543330407365e-05,3.31239253480989,0.00775440264985697
"136","203355_s_at","sensitive",-0.724528031807481,-8.8052783127973,2.27359806237704e-05,3.30486452516434,0.00775440264985697
"137","204351_at","sensitive",0.991594581950111,8.80006598176611,2.28341806424686e-05,3.30081892162535,0.00775440264985697
"138","225344_at","sensitive",-0.652363387115361,-8.78051662842893,2.3206723388386e-05,3.28562198532466,0.00781975104432648
"139","226793_at","sensitive",0.660803677194693,8.76515940165951,2.35041317439421e-05,3.27365776555327,0.00781975104432648
"140","235013_at","sensitive",0.626087498983379,8.75250062963118,2.37524772762619e-05,3.26377850753563,0.00781975104432648
"141","214347_s_at","sensitive",-1.16289224050227,-8.74780933018811,2.38452548851232e-05,3.26011330983982,0.00781975104432648
"142","212449_s_at","sensitive",-0.785636307223659,-8.73080405207965,2.41849611807364e-05,3.24680944195769,0.00781975104432648
"143","226742_at","sensitive",0.673808243989511,8.72597092510837,2.42824919741042e-05,3.24302313190275,0.00781975104432648
"144","238787_at","sensitive",-0.597457406839263,-8.70931543405473,2.46219667517388e-05,3.22995751131837,0.00781975104432648
"145","214318_s_at","sensitive",-0.673129916383669,-8.70176659618306,2.47775673347144e-05,3.22402673904081,0.00781975104432648
"146","224883_at","sensitive",0.653968699709302,8.65873328568095,2.56857914458738e-05,3.19011003471647,0.00793429744239067
"147","214711_at","sensitive",-0.614183651760267,-8.62978969616024,2.63174993297483e-05,3.16719491200539,0.00802731571854645
"148","214264_s_at","sensitive",0.83918562492402,8.59748133042211,2.70431705978587e-05,3.14151725324668,0.00806534864851807
"149","229994_at","sensitive",0.906667474260132,8.59407203433845,2.71210373925583e-05,3.13880156698391,0.00806534864851807
"150","226135_at","sensitive",0.735215416318135,8.58830111726293,2.72534124201304e-05,3.13420206998048,0.00806534864851807
"151","212440_at","sensitive",-0.626905689735015,-8.58037052690053,2.74365024238297e-05,3.12787583747132,0.00806534864851807
"152","202224_at","sensitive",-0.610606253896849,-8.559610785564,2.79222950677986e-05,3.11128587872575,0.00807078732702216
"153","207622_s_at","sensitive",-0.635880289682534,-8.55388999524146,2.80578442126559e-05,3.10670653981571,0.00807078732702216
"154","204082_at","sensitive",-0.607962149935825,-8.53808606121796,2.84361294927685e-05,3.09403876447812,0.00807078732702216
"155","201565_s_at","sensitive",-0.858179972649163,-8.53587632440325,2.84894733262968e-05,3.0922655221375,0.00807078732702216
"156","207802_at","sensitive",-1.32016770739055,-8.50045446878341,2.93599635163274e-05,3.06377315694577,0.0080970856551194
"157","210793_s_at","sensitive",0.660579621292469,8.50017613369678,2.93669198580865e-05,3.06354876793059,0.0080970856551194
"158","223186_at","sensitive",0.708808898436807,8.49509534773218,2.94942254951078e-05,3.05945134088094,0.0080970856551194
"159","209481_at","sensitive",0.617290208579882,8.48470179714521,2.97565685184151e-05,3.05106122608509,0.0080970856551194
"160","1557918_s_at","sensitive",0.758136312355891,8.47319456994477,3.00500574858764e-05,3.0417592685736,0.0080970856551194
"161","204040_at","sensitive",0.596997818567352,8.47031199829726,3.01240807310342e-05,3.03942700382185,0.0080970856551194
"162","203397_s_at","sensitive",0.867479900854205,8.46859824423229,3.0168185467142e-05,3.03804001762925,0.0080970856551194
"163","1555905_a_at","sensitive",-0.766488604513955,-8.46692378477312,3.0211348397702e-05,3.03668454393801,0.0080970856551194
"164","208640_at","sensitive",0.677426087787913,8.42570566992624,3.12958262854143e-05,3.00322804211351,0.00829245067843014
"165","228131_at","sensitive",-0.657780440433713,-8.42200531296182,3.13952865191594e-05,3.00021595840973,0.00829245067843014
"166","221815_at","sensitive",0.729862389627053,8.38659342408041,3.23651146507403e-05,2.97131941127366,0.00844646375156511
"167","1558280_s_at","sensitive",-0.718695660376588,-8.36241286112179,3.30465060404492e-05,2.95151331063411,0.00848892831706768
"168","225159_s_at","sensitive",0.715405362641711,8.3304134267715,3.39729084776665e-05,2.92520951063935,0.00859939245840933
"169","223143_s_at","sensitive",-0.672363864914037,-8.3187641897862,3.43173101210683e-05,2.91560725326136,0.00864653885193276
"170","218865_at","sensitive",-0.586312905242953,-8.30705708119351,3.46673430463738e-05,2.90594300887648,0.00867444744530592
"171","1555731_a_at","sensitive",-0.77189494281604,-8.30446480909435,3.47453862006766e-05,2.90380114342516,0.00867444744530592
"172","226001_at","sensitive",-0.588642912712366,-8.29421858474858,3.50557798478419e-05,2.8953283082602,0.00871215801445799
"173","207177_at","sensitive",-0.657385700603829,-8.26978676062174,3.58084351195513e-05,2.87508061940665,0.00879742382392785
"174","228697_at","sensitive",0.891450368730207,8.21175666745151,3.76692812697793e-05,2.82673631924923,0.0090045672058589
"175","204053_x_at","sensitive",-0.660546504623198,-8.21038339858422,3.77146024717273e-05,2.82558794293357,0.0090045672058589
"176","201411_s_at","sensitive",0.784691958648843,8.15511918595574,3.95898066834114e-05,2.77920733270541,0.0092717646228222
"177","222392_x_at","sensitive",-0.699249882626976,-8.15248838543769,3.96816263692802e-05,2.77699129092651,0.0092717646228222
"178","200783_s_at","sensitive",-0.599353358999145,-8.13069907996772,4.04512867680609e-05,2.7586086360192,0.0092887639398559
"179","201752_s_at","sensitive",-0.643586984160404,-8.10201606172071,4.14898957905112e-05,2.73433220206288,0.00941269731263983
"180","217620_s_at","sensitive",-0.612507360435975,-8.07632307744289,4.24454723777118e-05,2.712511007891,0.00942061345766272
